Woj,Pow,Gmi,Województwo,Powiat,Gmina,Typ gminy,Ogółem,Bez stopnia,Mianowany,Dyplomowany
10,02,01,ŁÓDZKIE,kutnowski,Kutno,M,358.56,53.83,94.53,210.2
